SMA,SMA_b,WMA_b,STCK_b,MOM_b,LWR_b,ADO_b,CCI_b
3793.8,1,1,0,1,1,0,0
3811.5,1,1,0,1,0,1,1
3829.2,1,1,0,1,1,1,0
3846.6,1,1,0,1,1,0,0
3863.4,1,1,0,1,1,1,0
3874.3,1,1,0,1,1,0,1
3882.0,1,1,0,1,1,0,0
3889.8,1,1,0,1,0,1,0
3897.3,1,1,0,1,1,0,0
3897.4,1,1,0,0,1,0,0
3896.5,1,1,1,0,0,0,1
3893.2,1,1,0,0,1,1,1
3889.1,1,1,1,0,0,0,1
3884.5,1,1,0,0,1,0,1
3879.8,0,1,0,0,1,1,1
3875.4,0,0,1,0,0,1,0
3874.0,0,0,0,1,1,0,0
3879.0,0,0,0,1,1,0,0
3884.3,0,0,0,1,1,0,0
3889.6,1,0,1,1,0,1,1
3898.6,1,0,0,1,1,0,0
3907.5,1,0,0,1,1,0,0
3914.5,1,1,0,1,1,1,0
3921.2,1,1,0,1,1,0,1
3928.0,1,1,0,1,1,1,0
3934.6,1,1,0,1,1,1,0
3936.9,1,1,0,1,1,1,1
3932.7,1,1,1,0,0,0,1
3928.0,1,1,0,0,1,1,1
3923.3,1,1,0,0,0,1,1
3915.1,0,1,1,0,0,0,0
3909.1,0,0,0,0,0,1,1
3905.8,0,0,1,0,0,1,0
3903.6,0,0,1,0,0,0,0
3901.6,0,0,0,0,0,0,0
3899.7,0,0,0,0,1,1,1
3899.0,0,0,1,0,0,1,1
3898.6,0,0,0,0,0,0,0
3898.4,0,0,1,0,0,1,1
3898.7,0,0,0,1,1,0,0
3899.0,0,0,0,1,1,1,1
3899.5,0,0,1,1,0,0,0
3900.1,0,0,1,1,0,1,1
3900.6,1,0,1,1,0,1,0
3901.1,1,1,0,1,0,0,0
3901.6,1,1,1,1,0,0,0
3902.5,1,1,0,1,0,1,0
3903.2,1,1,1,1,0,0,0
3904.2,1,1,1,1,0,0,1
3905.6,1,1,1,1,0,1,1
3907.2,1,1,0,1,1,1,0
3908.9,1,1,1,1,0,0,1
3911.6,1,1,1,1,0,1,0
3914.2,1,1,0,1,1,0,0
3917.6,1,1,0,1,0,1,1
3921.0,1,1,0,1,1,0,0
3924.1,1,1,0,1,0,0,0
3927.2,1,1,0,1,1,1,0
3929.9,1,1,0,1,1,1,0
3931.6,1,1,0,1,1,0,0
3932.9,1,1,0,1,1,0,1
3933.9,1,1,0,1,1,0,1
3933.6,1,1,0,0,1,0,1
3933.3,1,1,0,0,1,0,0
3917.5,0,1,0,0,1,1,1
3897.1,0,0,1,0,0,0,1
3876.5,0,0,1,0,0,1,1
3854.6,0,0,1,0,0,0,1
3832.5,0,0,1,0,0,0,1
3810.7,0,0,0,0,1,1,1
3785.4,0,0,1,0,0,1,1
3760.1,0,0,0,0,1,1,1
3726.3,0,0,1,0,0,1,1
3692.5,0,0,1,0,0,0,1
3677.0,0,0,1,0,0,0,0
3680.6,0,0,0,1,1,0,0
3699.4,0,0,0,1,1,0,0
3728.1,0,0,1,1,0,0,0
3767.6,1,0,1,1,0,0,0
3817.9,1,0,1,1,0,0,0
3877.1,1,1,0,1,1,0,0
3934.0,1,1,0,1,1,1,0
3997.0,1,1,1,1,0,0,0
4060.0,1,1,0,1,1,0,0
4119.2,1,1,1,1,0,0,0
4163.9,1,1,1,1,0,0,0
4193.6,1,1,1,1,0,0,0
4214.7,1,1,0,1,1,0,0
4214.8,1,1,0,1,1,0,0
4204.2,1,1,1,0,0,0,1
4188.4,1,1,0,0,1,0,0
4171.1,1,1,0,0,1,1,0
4153.4,1,1,1,0,0,1,1
4134.7,0,1,0,0,1,0,0
4115.5,0,0,1,0,0,1,1
4097.2,0,0,1,0,0,1,1
4080.9,0,0,0,0,1,0,0
4063.0,0,0,1,0,0,1,1
4056.7,0,0,1,0,0,1,1
4051.3,0,0,1,0,0,1,0
4046.3,0,0,1,0,0,1,1
4046.5,0,0,1,1,0,1,0
4050.0,0,0,0,1,0,0,0
4054.5,0,0,0,1,1,0,0
4059.5,0,0,1,1,0,1,1
4064.2,1,0,0,1,0,1,1
4066.9,1,1,1,1,0,0,1
4070.6,1,1,1,1,0,1,1
4074.7,1,1,0,1,1,0,0
4077.6,1,1,0,1,0,0,1
4080.1,1,1,1,1,0,1,1
4081.9,1,1,1,1,0,1,1
4083.6,1,1,1,1,0,1,1
4086.6,1,1,0,1,1,0,0
4089.8,1,1,1,1,0,1,1
4093.7,1,1,1,1,0,1,0
4098.2,1,1,0,1,1,1,0
4104.2,1,1,0,1,1,0,0
4109.0,1,1,0,1,1,0,0
4114.2,1,1,1,1,0,0,0
4123.7,1,1,1,1,0,0,1
4135.6,1,1,1,1,0,0,0
4151.5,1,1,1,1,0,1,0
4179.0,1,1,1,1,0,0,0
4223.0,1,1,1,1,0,0,0
4283.8,1,1,1,1,0,0,0
4362.9,1,1,0,1,1,0,0
4460.4,1,1,0,1,1,1,0
4552.3,1,1,0,1,1,0,0
4637.5,1,1,0,1,1,1,1
4718.1,1,1,1,1,0,0,1
4815.5,1,1,1,1,0,0,1
4929.4,1,1,0,1,1,0,1
5050.9,1,1,0,1,1,1,0
5143.2,1,1,0,1,1,1,0
5196.1,1,1,1,1,0,0,0
5247.9,1,1,1,1,0,1,1
5295.2,1,1,1,1,0,0,1
5370.1,1,1,0,1,1,1,0
5467.6,1,1,0,1,1,1,0
5550.8,1,1,1,1,0,0,0
5618.5,1,1,0,1,1,0,0
5663.1,1,1,1,1,0,1,1
5691.5,1,1,0,1,1,0,0
5723.9,1,1,0,1,1,0,0
5777.4,1,1,0,1,1,0,0
5812.1,1,1,0,1,1,1,0
5814.3,1,1,1,1,0,1,1
5804.5,1,1,1,1,0,0,1
5801.5,1,1,0,1,1,0,1
5816.3,1,1,0,1,1,0,0
5826.9,1,1,0,1,1,0,0
5839.1,1,1,0,1,1,0,0
5846.4,1,1,0,1,1,0,0
5859.0,1,1,0,1,1,1,0
5862.3,1,1,1,1,0,1,1
5867.3,1,1,0,1,1,1,0
5889.9,1,1,0,1,1,0,0
5897.5,1,1,0,1,1,0,0
5880.6,1,1,1,0,0,1,1
5859.9,1,1,1,0,0,0,1
5858.8,0,1,1,1,0,0,0
5878.0,1,1,0,1,1,1,0
5903.5,1,0,0,1,1,0,0
5957.1,1,0,1,1,0,0,0
6046.0,1,1,0,1,1,1,0
6156.9,1,1,1,1,0,1,0
6292.1,1,1,0,1,1,0,0
6453.9,1,1,0,1,1,0,0
6621.9,1,1,1,1,0,0,0
6819.6,1,1,1,1,0,0,1
7004.9,1,1,1,1,0,0,0
7201.9,1,1,1,1,0,0,1
7420.7,1,1,0,1,1,1,0
7595.0,1,1,0,1,1,1,0
7725.1,1,1,0,1,1,0,0
7831.9,1,1,0,1,1,0,0
7882.5,1,1,1,1,0,0,1
7926.7,1,1,0,1,1,1,0
7952.8,1,1,0,1,1,0,0
7947.2,1,1,1,0,0,0,1
7934.4,1,1,0,0,1,1,1
7859.7,1,1,1,0,0,1,1
7780.1,0,1,1,0,0,0,1
7720.5,0,0,1,0,0,0,1
7690.1,0,0,1,0,0,0,1
7674.1,0,0,1,1,0,0,0
7721.4,0,0,0,1,1,0,0
7750.2,0,0,0,1,1,1,0
7778.6,0,0,1,1,0,0,1
7822.0,1,0,0,0,1,1,1
7213.4,0,0,1,0,0,0,1
6641.6,0,0,1,0,0,1,1
6053.3,0,0,1,0,0,0,1
5471.5,0,0,1,0,0,1,1
4884.8,0,0,0,0,1,1,1
4277.1,0,0,0,0,1,0,1
3634.1,0,0,0,0,1,1,1
2990.4,0,0,0,0,1,0,1
2357.1,0,0,0,0,1,1,1
1704.8,0,0,1,0,0,0,0
1700.7,0,0,0,0,1,1,1
1684.5,0,0,1,0,0,0,1
1657.9,0,0,1,0,0,0,1
1630.0,0,0,1,0,0,1,1
1600.2,0,0,0,0,1,1,0
1572.7,0,0,0,0,1,1,0
1543.7,0,0,1,0,0,0,1
1518.9,0,0,0,0,1,1,0
1493.8,0,0,0,0,1,1,0
1470.5,0,0,1,0,0,0,1
1455.7,0,0,1,0,0,1,1
1452.1,0,0,1,1,0,1,1
1456.5,0,0,1,1,0,1,1
1455.7,0,0,1,1,0,0,1
1456.3,0,0,0,1,1,1,1
1462.5,0,0,0,1,1,1,0
1468.5,0,0,1,1,0,0,1
1478.9,1,0,1,1,0,0,1
1499.4,1,0,0,1,1,1,1
1529.2,1,1,0,1,1,1,0
1554.3,1,1,1,1,0,0,1
1579.5,1,1,0,1,1,1,0
1596.3,1,1,1,1,0,0,0
1615.7,1,1,1,1,0,0,1
1633.0,1,1,0,1,1,1,0
1648.5,1,1,0,1,1,1,0
1667.4,1,1,0,1,1,1,0
1677.0,1,1,0,1,1,1,0
1674.3,1,1,1,1,0,0,1
1673.0,1,1,1,1,0,0,1
1678.3,1,1,1,1,0,0,1
1684.9,1,1,1,1,0,0,0
1703.2,1,1,0,1,1,1,0
1722.8,1,1,0,1,1,1,0
1732.2,1,1,0,1,1,0,0
1739.2,1,1,1,1,0,0,0
1752.5,1,1,1,1,0,0,1
1777.2,1,1,0,1,1,1,1
1809.7,1,1,0,1,1,1,0
1829.9,1,1,0,1,1,0,0
1839.3,1,1,1,1,0,0,0
1843.1,1,1,0,1,1,0,0
1837.3,1,1,1,0,0,0,1
1828.3,1,1,0,0,1,1,0
1823.2,1,1,0,0,1,0,0
1817.3,1,1,1,0,0,0,0
1806.4,0,1,0,0,1,1,1
1783.3,0,0,1,0,0,0,1
1763.9,0,0,0,0,1,1,1
1748.0,0,0,0,0,1,1,0
1730.6,0,0,0,0,1,0,0
1708.7,0,0,0,0,1,1,1
1683.7,0,0,1,0,0,0,1
1661.9,0,0,0,0,1,1,1
1637.1,0,0,0,0,1,0,0
1612.4,0,0,1,0,0,1,1
1586.1,0,0,0,0,1,0,0
1559.2,0,0,1,0,0,0,1
1530.6,0,0,1,0,0,1,1
1506.9,0,0,1,0,0,0,1
1491.4,0,0,1,0,0,0,1
1484.9,0,0,1,0,0,1,1
1481.2,0,0,0,0,1,1,0
1471.0,0,0,0,0,1,1,0
1461.2,0,0,0,0,1,0,1
1450.2,0,0,1,0,0,0,1
1445.3,0,0,0,0,1,1,1
1444.1,0,0,1,0,0,1,1
1439.7,0,0,1,0,0,0,1
1435.1,0,0,1,1,0,0,1
1433.2,0,0,1,1,0,1,1
1429.4,0,0,1,0,0,1,1
1432.1,0,0,0,1,1,0,1
1442.7,0,0,0,1,1,1,0
1453.3,1,0,0,1,1,1,0
1463.4,1,0,0,1,1,0,0
1469.5,1,1,1,1,0,1,1
1480.2,1,1,0,1,1,0,0
1488.3,1,1,0,1,1,0,0
1492.7,1,1,0,1,1,1,0
1488.1,1,1,1,0,0,0,1
1483.6,1,1,0,0,1,1,0
1472.8,1,1,0,0,1,1,0
1451.4,0,1,1,0,0,0,1
1433.4,0,0,0,0,1,1,1
1416.4,0,0,1,0,0,0,1
1402.5,0,0,1,0,0,1,1
1390.3,0,0,1,0,0,0,1
1385.6,0,0,1,0,0,1,1
1386.7,0,0,0,0,1,0,0
1390.2,0,0,0,1,1,0,0
1388.6,0,0,0,0,1,1,0
1389.0,0,0,0,0,1,1,0
1391.7,0,0,0,1,1,0,0
1394.3,0,0,1,1,0,1,1
1403.2,1,1,1,1,0,0,0
1409.8,1,1,0,1,1,0,0
1412.9,1,1,0,1,1,1,0
1409.7,1,1,0,0,1,1,1
1402.4,1,1,1,0,0,1,0
1395.8,0,1,0,0,1,0,1
1388.3,0,0,0,0,1,1,1
1378.6,0,0,0,0,1,1,1
1366.4,0,0,0,0,1,0,1
1351.5,0,0,1,0,0,0,1
1336.4,0,0,1,0,0,0,1
1322.1,0,0,0,0,1,1,0
1302.8,0,0,1,0,0,0,1
1286.4,0,0,1,0,0,0,1
1273.8,0,0,1,0,0,0,1
1266.7,0,0,1,0,0,1,1
1265.9,0,0,1,1,0,0,0
1273.0,0,0,0,1,1,1,0
1284.5,0,0,0,1,1,0,0
1297.5,1,0,0,1,1,1,0
1305.2,1,0,0,1,1,0,0
1309.9,1,1,1,1,0,1,1
1319.3,1,1,0,1,1,0,0
1324.6,1,1,1,1,0,0,1
1328.9,1,1,0,1,1,1,0
1327.2,1,1,0,0,1,0,0
1321.0,1,1,1,0,0,0,1
1310.4,1,1,1,0,0,1,0
1299.6,0,0,1,0,0,1,1
1292.3,0,0,1,0,0,0,1
1289.8,0,0,0,0,1,1,1
1284.8,0,0,1,0,0,0,1
1280.1,0,0,0,0,1,0,1
1274.9,0,0,1,0,0,1,1
1267.0,0,0,1,0,0,1,1
1261.2,0,0,0,0,1,0,0
1255.5,0,0,0,0,1,1,0
1247.4,0,0,1,0,0,0,0
1239.4,0,0,0,0,1,1,0
1229.4,0,0,1,0,0,0,0
1217.9,0,0,0,0,1,1,1
1206.4,0,0,1,0,0,0,1
1193.6,0,0,1,0,0,1,1
1184.1,0,0,0,0,1,0,1
1174.5,0,0,1,0,0,0,1
1164.4,0,0,0,0,1,1,1
1154.3,0,0,0,0,1,1,0
1144.7,0,0,0,0,1,0,0
1134.6,0,0,0,0,1,1,1
1122.5,0,0,0,0,1,0,1
1107.4,0,0,1,0,0,1,1
1096.2,0,0,1,0,0,0,1
1085.1,0,0,1,0,0,0,1
1074.0,0,0,1,0,0,1,1
1063.8,0,0,1,0,0,0,1
1054.1,0,0,0,0,1,1,1
1044.7,0,0,1,0,0,0,0
1036.2,0,0,1,0,0,0,0
1028.2,0,0,0,0,1,1,0
1022.3,0,0,0,0,1,0,1
1018.3,0,0,1,0,0,0,1
1013.7,0,0,1,0,0,1,1
1011.5,0,0,1,1,0,0,1
1011.8,0,0,1,1,0,1,1
1013.4,0,0,1,1,0,0,1
1017.3,0,0,1,1,0,1,1
1022.7,1,0,1,1,0,1,1
1030.3,1,0,0,0,1,1,0
1030.5,1,0,0,0,1,0,0
1031.0,1,1,1,1,0,1,1
1035.0,1,1,1,1,0,0,0
1040.5,1,1,1,1,0,1,0
1044.5,1,1,1,1,0,0,1
1048.8,1,1,1,1,0,0,1
1054.7,1,1,0,1,1,1,0
1053.4,1,1,0,0,1,0,0
1049.0,1,1,0,0,1,1,0
1039.6,0,0,1,0,0,0,1
1039.2,0,0,1,1,0,0,1
1042.2,0,1,1,1,0,0,1
1047.6,1,1,0,1,1,1,0
1050.6,1,1,0,1,1,0,0
1052.3,1,1,1,1,0,0,1
1053.0,1,1,0,1,1,1,1
1049.8,1,0,0,0,1,1,0
1049.1,1,0,1,1,0,0,1
1051.7,1,0,1,1,0,1,1
1058.0,1,1,0,1,1,1,0
1061.9,1,1,1,1,0,0,1
1065.8,1,1,1,1,0,0,0
1069.6,1,1,0,1,1,0,0
1079.7,1,1,0,1,1,1,0
1090.2,1,1,0,1,1,1,0
1095.1,1,1,1,1,0,0,1
1103.6,1,1,1,1,0,0,1
1117.6,1,1,0,1,1,1,0
1126.0,1,1,0,1,1,0,0
1131.0,1,1,1,1,0,0,1
1139.9,1,1,0,1,1,1,0
1143.9,1,1,0,1,1,0,0
1142.9,1,1,0,0,1,1,1
1134.0,1,1,1,0,0,0,1
1123.6,1,1,1,0,0,0,1
1117.5,0,1,0,0,1,1,1
1106.6,0,1,0,0,1,1,1
1090.2,0,0,0,0,1,0,0
1075.9,0,0,1,0,0,0,1
1066.7,0,0,1,0,0,1,1
1055.9,0,0,0,0,1,0,0
1047.2,0,0,0,0,1,1,0
1038.9,0,0,0,0,1,1,0
1033.2,0,0,1,0,0,0,1
1030.6,0,0,1,0,0,1,1
1028.1,0,0,1,0,0,0,1
1027.0,0,0,0,0,1,0,0
1027.4,0,0,0,0,1,1,0
1028.6,0,0,1,1,0,0,0
1027.7,0,0,0,0,1,1,1
1025.6,0,0,1,0,0,0,0
1024.6,0,0,1,0,0,0,1
1025.0,0,0,0,1,1,1,1
1026.3,0,0,1,1,0,0,0
1030.1,1,1,1,1,0,1,0
1036.2,1,1,0,1,1,1,0
1038.8,1,1,0,1,1,0,0
1040.5,1,1,1,1,0,0,0
1043.7,1,1,0,1,1,1,0
1046.2,1,1,1,1,0,0,1
1051.3,1,1,1,1,0,0,1
1058.9,1,1,1,1,0,0,0
1069.1,1,1,1,1,0,0,0
1083.6,1,1,0,1,1,1,0
1091.7,1,1,0,1,1,0,0
1096.2,1,1,0,1,1,1,0
1104.2,1,1,1,1,0,0,1
1114.2,1,1,1,1,0,0,1
1128.1,1,1,1,1,0,1,0
1146.9,1,1,0,1,1,0,0
1168.6,1,1,0,1,1,0,0
1192.8,1,1,0,1,1,0,0
1218.3,1,1,0,1,1,1,0
1238.3,1,1,0,1,1,1,0
1257.6,1,1,0,1,1,0,0
1275.9,1,1,1,1,0,0,1
1298.5,1,1,0,1,0,1,1
1320.1,1,1,1,1,0,0,1
1339.6,1,1,0,1,1,1,0
1351.5,1,1,1,1,0,1,0
1358.5,1,1,0,1,1,0,0
1359.8,1,1,0,0,1,1,1
1352.5,1,1,0,0,1,0,1
1342.8,1,1,1,0,0,0,1
1338.0,1,1,1,0,0,0,1
1338.1,1,1,1,1,0,1,1
1336.8,0,1,0,0,1,1,0
1330.1,0,0,0,0,1,0,0
1320.2,0,0,0,0,1,0,0
1312.1,0,0,0,0,1,1,1
1299.1,0,0,0,0,1,0,1
1284.7,0,0,1,0,0,1,1
1273.5,0,0,0,0,1,1,1
1263.4,0,0,1,0,0,0,1
1256.5,0,0,0,0,1,1,1
1244.9,0,0,1,0,0,0,1
1231.6,0,0,1,0,0,0,1
1223.4,0,0,1,0,0,0,1
1219.3,0,0,0,0,1,1,0
1212.0,0,0,0,0,1,0,1
1205.4,0,0,1,0,0,1,1
1202.2,0,0,1,1,0,0,1
1204.3,0,0,1,1,0,0,0
1213.7,0,0,0,1,1,0,0
1223.5,1,0,0,1,1,1,0
1232.1,1,0,0,1,1,1,0
1234.9,1,1,1,1,0,0,1
1240.3,1,1,1,1,0,0,1
1247.5,1,1,0,1,1,1,0
1254.8,1,1,0,1,1,0,0
1265.0,1,1,0,1,1,1,0
1271.9,1,1,1,1,0,0,1
1278.7,1,1,0,1,1,1,0
1277.6,1,1,0,0,1,1,1
1266.7,1,1,0,0,1,1,1
1253.6,0,1,1,0,0,0,1
1240.9,0,1,1,0,0,0,1
1223.2,0,0,1,0,0,1,1
1201.2,0,0,1,0,0,0,1
1187.8,0,0,1,0,0,1,1
1179.6,0,0,1,0,0,1,1
1177.1,0,0,0,0,1,1,0
1165.7,0,0,0,0,1,0,0
1153.9,0,0,1,0,0,0,1
1147.9,0,0,0,0,1,1,0
1141.8,0,0,1,0,0,0,1
1140.2,0,0,1,1,0,1,1
1143.0,0,0,0,1,1,0,0
1145.2,0,0,1,1,0,0,1
1144.0,0,0,1,1,0,0,1
1142.9,0,0,1,1,0,1,1
1141.1,0,0,0,0,1,1,0
1141.3,0,0,0,0,1,0,0
1144.1,0,0,1,1,0,1,1
1147.3,1,0,1,1,0,0,1
1158.9,1,0,0,1,1,1,1
1170.0,1,1,0,1,1,1,0
1176.2,1,1,0,1,1,0,0
1181.5,1,1,1,1,0,0,1
1188.4,1,1,1,1,0,1,1
1191.7,1,1,0,1,1,0,0
1191.1,1,1,1,0,0,1,1
1193.1,1,1,1,1,0,0,1
1197.8,1,1,0,1,1,0,0
1199.3,1,1,0,1,1,1,0
1196.2,1,1,0,0,1,0,0
1193.3,1,1,0,0,1,0,0
1193.4,1,1,0,0,1,1,0
1193.1,1,1,0,0,1,1,1
1186.2,0,1,1,0,0,0,1
1179.8,0,0,1,0,0,1,1
1174.8,0,0,1,0,0,1,1
1169.9,0,0,1,0,0,0,1
1163.5,0,0,1,0,0,0,1
1158.9,0,0,0,0,0,0,0
1154.8,0,0,1,0,0,1,1
1150.9,0,0,1,0,0,1,1
1147.9,0,0,1,0,0,0,0
1146.0,0,0,0,0,1,0,0
1147.9,0,0,1,1,0,1,1
1150.9,0,0,1,1,0,0,0
1157.2,1,0,0,1,1,1,0
1162.2,1,0,0,1,1,0,0
1166.6,1,1,1,1,0,0,1
1174.8,1,1,0,1,1,0,0
1182.9,1,1,0,1,1,1,0
1190.7,1,1,1,1,0,0,1
1201.5,1,1,0,1,1,1,0
1209.6,1,1,0,1,1,0,0
1216.8,1,1,1,1,0,1,1
1222.5,1,1,1,1,0,0,1
1229.2,1,1,1,1,0,0,0
1240.3,1,1,0,1,1,1,0
1247.0,1,1,1,1,0,0,0
1251.0,1,1,0,1,1,1,0
1252.7,1,1,0,0,1,1,0
1249.8,1,1,0,0,1,0,1
1241.6,1,1,1,0,0,1,1
1237.3,1,1,1,0,0,0,1
1236.7,0,1,1,1,0,0,1
1240.1,0,1,0,1,1,1,0
1236.9,0,1,0,0,1,0,0
1229.0,0,0,0,0,1,0,1
1225.8,0,0,1,0,0,1,1
1223.2,0,0,1,0,0,0,1
1224.3,0,0,1,1,0,0,1
1230.5,0,0,0,1,1,1,0
1234.5,1,0,1,1,0,0,1
1238.6,1,1,1,1,0,0,1
1243.2,1,1,0,1,1,0,0
1241.7,1,1,0,0,1,1,1
1241.1,1,1,1,0,0,0,0
1242.0,1,1,0,1,1,0,0
1242.4,1,1,0,0,1,1,1
1238.7,1,1,0,0,1,0,1
1232.7,0,1,1,0,0,0,1
1228.0,0,0,1,0,0,1,1
1227.8,0,0,0,0,1,0,0
1226.3,0,0,0,0,0,1,1
1222.1,0,0,1,0,0,0,0
1218.9,0,0,1,0,0,1,1
1219.5,0,0,0,1,1,0,0
1219.6,0,0,0,0,1,0,0
1219.3,0,0,0,0,1,0,0
1219.9,0,0,0,1,1,1,1
1221.3,0,0,1,1,0,1,1
1223.4,1,0,0,0,1,0,0
1222.7,1,1,0,0,1,1,0
1221.6,1,1,1,0,0,0,0
1220.3,0,1,0,0,1,1,0
1218.5,0,1,0,0,1,1,1
1213.1,0,0,0,0,1,0,0
1207.6,0,0,0,0,1,1,1
1201.0,0,0,0,0,1,1,1
1191.7,0,0,1,0,0,0,1
1180.5,0,0,1,0,0,0,1
1166.7,0,0,1,0,0,1,1
1155.0,0,0,0,0,1,1,1
1142.9,0,0,0,0,1,1,0
1130.1,0,0,1,0,0,0,1
1122.5,0,0,1,0,0,1,1
1117.3,0,0,0,0,1,0,0
1111.6,0,0,1,0,0,0,0
1107.3,0,0,1,0,0,0,0
1106.3,0,0,0,0,1,1,1
1107.1,0,0,1,1,0,1,1
1108.8,0,0,0,1,0,1,0
1110.5,0,0,1,1,0,1,1
1114.3,0,0,1,1,0,0,1
1121.0,1,1,0,1,1,1,1
1123.9,1,1,1,1,0,0,0
1126.4,1,1,0,1,1,1,0
1130.1,1,1,1,1,0,0,1
1138.0,1,1,1,1,0,0,0
1152.4,1,1,0,1,1,1,0
1168.5,1,1,0,1,1,1,0
1178.8,1,1,0,1,1,0,0
1186.4,1,1,0,1,1,1,1
1192.9,1,1,0,1,1,0,0
1196.6,1,1,0,1,1,0,0
1198.3,1,1,1,1,0,1,1
1199.3,1,1,1,1,0,1,1
1200.2,1,1,1,1,0,0,1
1199.1,1,1,1,0,0,1,1
